CLDECP|CLFACP|CDAGE|RASCL|RASC2|INDCL|LOCCL|PROCL|CCAPCP|PAIVCP|CDLIN|CDLIS|TPIVA|SCONTO
EUROMARK|EUROMARK|09|C & C EUROMARKT GMBH||ST.BARBARAWEG NR. 7|ST.LEONHARD I.P.|BZ|39015|03061880211||01|N||
FALLENBA|FALLENBA|09|BAD FALLENBACH KG|MAIR ALOIS JOSEF & CO.|JAUFENSTRASSE, 23|ST.LEONHARD/PASS.|BZ|39015|01411750217||03|N||
FARMAZON|FARMAZON|09|FARMAZONALM|HOFER WALTER|PLATTERSTRASSE, 21|MOOS IN PASSEIER|BZ|39013|03291120214||03|N||
FELSENEC|FELSENEC|09|HOTEL FELSENECK|DES ANDREAS HOFER|PASSEIRERSTRASSE, 20|ST. LEONHARD/PASSEIER|BZ|39015|00604480210||03|N||
FEUERW04|FEUERW04|09|FREIW. FEUERWEHR WALTEN|||WALTEN|BZ|39010|||01|N||
FLECKENH|FLECKENH|09|FLECKENHUTTE||WALTEN, 94|ST. LEONHARD I. PASSEIER|BZ|39015|01617730211||01|N||
FORELLEN|FORELLEN|09|GASTHOF FORELLENBACH|PICHLER ALOIS & CO. OHG|JAUFENSTRASSE, 12|ST.MARTIN/PASS.|BZ|39010|01192030219||01|N||
FRICK|FRICK|09|HOTEL FRICKHOF|HOFER ANDREAS & CO. KG|PASSEIRERSTRASSE, 31|ST. LEONHARD / PASSEIER|BZ|39015|01191940210||03|N|00200|
GENUSSLA|GENUSSLA|09|BABSI'S GENUSS.LADELE|BARBARA LARCH|DORFSTRASSE 34|ST.MARTIN IN PASSEIER|BZ|39010|03040350211||01|N||
GOLF|GOLF|09|GOLF PASSEIER GMBH||KELLERLAHNE, 3|ST. LEONHARD IN PASS.|BZ|39015|01460580218||03|N||
GRILLTRE|GRILLTRE|09|GRILLTREFF PLATTER SIEGFRIED||PLATT, 33|MOOS|BZ|39013|02249010212||03|N||
GRUNBODE|GRUNBODE|09|MARTIN'S HOFLADEN|GRUNBODENHUTTE DES SCHWEIGL MARTIN|ZEPPICHL 15/D|PFELDERS MOOS|BZ|39013|02806070211||01|N||
GUFLER01|GUFLER01|09|PENSION CAFE' GUFLER|POHL IN GUFLER MARIA|STULS - MOOS, 2/B|STULS - MOOS|BZ|39013|00305460214||03|N||
GUFLERGO|GUFLERGO|09|GUFLER GOTTHARD OHG||PFELDERS 18|MOOS/PASSEIER|BZ|39013|01506660214||03|N||
GUMPOLD|GUMPOLD|09|GUMPOLD DORA||WALTEN, 2 INT. 1|ST. LEONHARD/PASS.|BZ|39015|03279160216||03|N||
GURSCHLE|GURSCHLE|09|HOTEL GURSCHLER|DES GURSCHLER N. KG|AM KASERER EGG, 3|ST. LEONHARD IN PASS.|BZ|39015|02262860212||03|N||
HALPEN02|HALPEN02|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212|||N||
HALPENSC|HAUROR01|09|HOTEL CHALET ALPENSCHLOSSEL|DORFER BIRGIT GMBH|SONNENWEG, 2|ST. MARTIN IN PASSEIER|BZ|39010|01342330212||02|N||
HANDRE01|HANDRE01|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HANDRE02|HANDRE03|09|ANDREUS GOLF LODGE|ANDREUS GOLFHOTEL GMBH|PRANTACH, 3|ST. LEONHARD IN PASS.|BZ|39015|01342330212||03|N||
HANDRE03|HANDRE03|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HANDREUS|HANDRE01|09|ANDREUS GOLFHOTEL GMBH||KELLERLAHNE, 3|ST. LEONHARD IN PASS.|BZ|39015|01342330212||03|N||
HASELSTA|HASELSTA|09|HASELSTAUDE OHG|DES PICHLER CHRISTIAN & CO.|HASELSTAUDERWEG, 7|ST. LEONHARD / PASSEIER|BZ|39015|03102570219||03|N||
HAUPOLD|HAUPOLD|09|PENSION HAUPOLD|PLATTER JOSEF|RIEDERBERGERSTR. 16|ST.MARTIN SALTAUS IN PASS|BZ|39010|00191040211||03|N||
HERBERT|HERBERT|09|RAMOSER HERBERT||DORFSTRASSE, 8|ST.MARTIN/PASS.|BZ|39010|01182170215||03|N||
HHIRZE04|HHIRZE05|09|HOTEL HIRZER|PIRCHER RUDOLF|PSEIRERSTR. 1|SALTAUS|BZ|39010|01342330212||03|N||
HHIRZE05|HHIRZE05|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HINTEREG|HINTEREG|09|HINTEREGGALM|LAMPRECHT PETRA|KALMTALERSTRASSE, 42|ST. MARTIN IN PASSEIER|BZ|39010|03241350218||03|N||
HOCHALM|HOCHALM|09|SCHUTZHUTTE HOCHALM|GUFLER FRANZ ALBERT|STULLER MADER|MOOS PASSEIER|BZ|39013|02353420215||03|N||
HOCHFIRS|HOCHFIRS|09|GASH. HOCHFIRST|GARTNER MARTIN ANDREAS|STULLER-STRASSE, 33|MOOS IN PASSEIER|BZ|39013|03245790211||01|N||
HOFER03|HOFER03|09|METZGEREI HOFER|DES HOFER KURT & CO. OHG|DORF, 15|MOOS|BZ|39013|01725520215||03|N||
HQUELL01|HQUELL01|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HQUELLEN|HQUELL01|09|SPORT & WELLNESS RESORT|QUELLENHOF FAMILIE DORFER|PASSEIERSTRASSE, 47|ST. MARTIN IN PASSEIER|BZ|39010|01342330212||03|N||
HSALTA01|HSALTA01|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HSALTAUS|HSALTA01|09|HOTEL SALTAUSERHOF KG|D. PIRCHER SEPP & CO.|PSEIRERSTR. 6|SALTAUS|BZ|39010|01342330212||03|N||
HSONNE04|HSONNE04|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HSONNE05|HSONNE04|09|HOTEL SONNENALM|ANDREUS GOLFHOTEL GMBH|SONNENWEG, 3|ST. MARTIN IN PASSEIER|BZ|39010|01342330212||03|N||
HSTROB01|HSTROB01|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HSTROBLH|HSTROB01|09|STROBLHOF GMBH|PIRCHER HANSJORG|PASSEIRERSTRASSE, 28-29|ST. LEONHARD IN PASS.|BZ|39012|01342330212||03|N||
HTORGG01|HTORGG01|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
HTORGGLE|HTORGG01|09|CAFE RESTAURANT TORGGLERHOF|PICHLER JOSEF|SCHWEINSTEG, 19 / SALTAUS|ST. LEONHARD|BZ|39015|01342330212||03|N||
HUBERT02|HUBERT02|09|GASTHOF HUBERTUS|POHL ALBERT|KOHLSTADT, 48|ST.LEONHARD/PASSEIER|BZ|39015|00671170215||03|N||
HWIESE02|HWIESE03|09|HOTEL WIESENHOF|WIESENHOF PASSEIER GMBH|PASSEIRERSTRASSE, 44|ST. LEONHARD IN PASSEIER|BZ|39015|01342330212||03|N||
HWIESE03|HWIESE03|09|HOGAST ITALIEN EINKAUFSGEN.|FUR DAS HOTEL- UND GASTGEWERBE|SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|01342330212||03|N||
INNERHUT|INNERHUT|09|GASTHAUS INNERHUTT|MAIR JULIA|PLATTER STRASSE, 96|MOOS IN PASSEIER|BZ|39013|01675360216||03|N||
JAGDVERE|JAGDVERE|09|JAGDVEREIN ST.MARTIN|z.Hd. PICHLER MARTIN|DR.L.WALLNOEFERSTR. 2|ST.MARTIN i.P.|BZ|39010|91025500215||01|N||
JAUFENTR|JAUFENTR|09|JAUFEN TREFF OHG|GRAF DORIS & AUER GABRIEL & CO.|JAUFENSTRASSE, 52|ST. LEONHARD IN PASS.|BZ||02754360218||03|N||
KEHRERHO|KEHRERHO|09|PIZZ. KEHRERHOF|LANTHALER PHILIPP|JAUFENSTRASSE, 27|RIFFIAN|BZ|39010|03079050211||01|N||
KINDER11|KINDER11|09|KINDERGARTEN SALTAUS|GEMEINDE ST. MARTIN|SALTNERWEG, 2|SALTAUS|BZ|39010|00446990210|||N|01080|
KLOTZ|KLOTZ|09|HOTEL KLOTZ OHG|KLOTZ CLAUDIA & CO.|PASSEIRER STRASSE, 66/68|ST.LEONHARD|BZ|39015|02745710216||03|N||
KOBLERBR|KOBLERBR|09|KOBLERBROT|DES KOBLER CHRISTIAN & CO.KG|KOHLSTATT 27-28|ST.LEONHARD/PASSEIER|BZ|39015|02432140214||03|N||
KOFL|KOFL|09|PENSION AM KOFL|PFLUG ANNA IN HOFER|MOOS|STULS|BZ|39013|01135040218||01|N||
KOFLER|KOFLER|09|GEBR. KOFLER OHG||DORFSTRASSE, 28|ST.MARTIN/PASS.|BZ|39010|00403320211||01|N||
KONIGSRA|KONIGSRA|09|KONIGSRAINER KG|PLATTER AGNES ANNA & CO|JAUFENSTRASSE|ST. LEONHARD / PASSEIER|BZ|39015|01463740215||01|N||
KONMOOS|KONSUM01|09|KONSUMOOS GENOSSENSCHAFT||DORF NR. 18|MOOS / PASSEIER|BZ|39013|02683270215||01|N||
KONPFELD|KONSUM04|09|KONSUMOOS GENOSSENSCHAFT||PFELDERS 18|PFELDERS|BZ|39013|02683270215||01|N||
KONPLATT|KONSUM02|09|KONSUMOOS GENOSSENSCHAFT||PLATT NR. 26|PLATT-MOOS|BZ|39013|02683270215||01|N||
KONSTANT|KONSTANT|09|KONSTANTINBAU KG|(HOFSCHENKE WALTEN)|LAUBENGASSE, 327|MERAN|BZ|39012|02298540218||03|N||
KONSTULS|KONSUM03|09|KONSUMOOS GENOSSENSCHAFT||STULS, 3|STULS / PASSEIER|BZ|39013|02683270215||01|N||
KONSUM01|KONSUM01|09|KONSUMOOS GENOSSENSCHAFT||DORF, 11/A|MOOS IN PASSEIER|BZ|39013|02683270215||01|N||
KONSUM02|KONSUM02|09|KONSUMOOS GENOSSENSCHAFT||DORF, 11/A|MOOS IN PASSEIER|BZ|39013|02683270215||01|N||
KONSUM03|KONSUM03|09|KONSUMOOS GENOSSENSCHAFT||DORF, 11/A|MOOS IN PASSEIER|BZ|39013|02683270215||01|N||
KONSUM04|KONSUM04|09|KONSUMOOS GENOSSENSCHAFT||DORF, 11/A|MOOS IN PASSEIER|BZ|39013|02683270215||01|N||
KRON|KRON|09|KRON PUB|GEBR. G.P.HALBEISEN OHG|STULS, 7/C|STULS|BZ|39013|02210970212||03|N||
KRONHOF|KRONHOF|09|HOTEL KRONHOF KG|HALBEISEN PATRICK & CO.|STULS, 7/C|MOOS IN PASSEIER|BZ|39013|02916520212||03|N||
KUENSERH|KUENSERH|09|REST. BAR KUENSERHOF|D. LANTHALER REINHARD|JAUFENSTR. 15|KUENS|BZ|39010|02442700213||01|N||
LAMM|LAMM|09|GASTH. LAMM|FONTANA ARNOLD|DORFSTRASSE 36|ST. MARTIN / PASSEIER|BZ|39010|01375860218||03|N||
LANDE|LANDE|09|BAR LANDE|PIXNER KG D. PIXNER H. & CO.|HOLZLANDERSTRASSE, 61|ST. MARTIN IN PASSEIER|BZ|39010|01617230212||03|N||
LAZINS|LAZINS|09|GASTHAUS LAZINS|D. SABINA PIXNER|LAZINSERSTRASSE, 44|MOOS IN PASSEIER|BZ|39013|03095800219||01|N||
LAZINS01|LAZINS01|09|LAZINSALM|HEEL ELISABETH|PSEIRERSTR. 63|ST. LEONHARD IN PASSEIER|BZ|39015|02915580217||03|N||
LIDOMART|LIDOMART|09|LIDO ST. MARTIN|SCHWARZ HUBERT|JAUFENSTRASSE, 6|ST. MARTIN IN PASS.|BZ|39010|01172430215||03|N||
LINA|LINA|09|LINA'S HOFSCHENKE||JAUFENSTRASSE, 24|WALTEN|BZ|39010|01160630214||03|N||
LODENWAL|LODENWAL|09|LODENWALCHE CAFE|GUFLER FRANZISKA|KOHLSTATT, 60|ST. LEONHARD IN PASSEIER|BZ|39015|03153770213||01|N||
MARGARET|MARGARET|09|BAR MARGARETH|MARGARETHA ILMER|DORFSTRASSE, 57|ST. MARTIN IN PASSEIER|BZ|39010|02540690217||01|N||
MARTINER|MARTINER|09|BRAUHOTEL MARTINERHOF OHG|FAM. FONTANA & SCHWEIGL|JAUFENSTR. 15|ST. MARTIN IN PASS.|BZ|39010|02533570210||03|N||
METALL|METALL|09|METALL-PROJEKT GMBH||GEWERBEZONE SCHWEINSTEG, 11|ST. LEONHARD IN PASS.|BZ|39015|02844230215||03|N||
MOOSERWI|MOOSERWI|09|MOOSERWIRT|D. POEHL PETER THOMAS|DORF, 10|MOOS IN PASSEIER|BZ|39013|02976870218||03|N||
MOOSMAIR|MOOSMAIR|09|MOOSMAIR CHRISTOPH||GOMION, 7|ST. LEONHARD IN PASS.|BZ|39015|02867620219||01|N||
NASERHOF|NASERHOF|09|NASERHOF - PRAXMARER PETRA||HOHLGASSE, 59/4|RIFFIAN|BZ|39010|03299140214||01|N||
OBEREGGE|OBEREGGE|09|UNTERER OBEREGGERHOF|GUFLER BERNHARD & GAMPER KATJA OHG|JAUFENSTRASSE, 24|WALTEN - ST. LEONHARD|BZ|39015|02910420211||03|N||
OBERWIRT|OBERWIRT|09|OBERWIRTSHOF|LAIMER JOSEF KARL|KIRCHWEG, 17|RIFFIAN|BZ|39010|01378540213||01|N||
PALPEN01|PALPEN01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PALPEN02|PALPEN02|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PALPENBL|PALPEN02|09|HOTEL ALPENBLICK|DES HOFER HEINRICH|LAZINSERSTRASSE, 10 PFELDERS|MOOS IN PASSEIER|BZ|39013|02616790214||03|N||
PALPENHO|PALPEN01|09|ALPENHOF KG|DER KOFLER GERDA|PSEIRERSTRASSE, 12 - SALTAUS|ST. MARTIN IN PASSEIER|BZ|39010|02616790214||03|N||
PANORAMA|PANORAMA|09|RESIDENCE PANORAMA|DER SCHWEIGL STEFANIE & CO. KG|PFELDERER STRASSE, 41|MOOS IN PASSEIER|BZ|39013|02937130215||03|N||
PASSEIRH|PASSEIRH|09|HOTEL PASSEIRERHOF|LANTHALER KARIN|MOOSERSTRASSE, 24|ST.LEONHARD|BZ|39015|02480150214||03|N||
PASSERBL|PASSERBL|09|PASSERBLICK OHG DES PIRPAMER|MANFRED GASTH. PASSERBLICK|PRANTACH, 3|ST. LEONHARD / PASS.|BZ|39015|00737970210||03|N||
PASSERHE|PASSERHE|09|GASTHAUS PASSERHEIM|PICHLER TANYA|PSEIRERSTR. 13|ST. MARTIN IN PASSEIER|BZ|39010|02432470215||03|N||
PBERGL01|PBERGL01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PBERGLAN|PBERGL01|09|ALPSHOTEL BERGLAND|ENNEMOSER PETRA & CO. OHG|LAZINSERSTRASSE, 2|MOOS IN MASSEIER|BZ|39013|02616790214||03|N||
PETER|PETER|09|PENSION PETER|RAFFL SILVIA KG|SCHLOSSWEG, 11|ST. LEONHARD / PASSEIER|BZ|39015|02238890210||03|N||
PETERHOF|PETERHOF|09|GASTHOF PETERHOF-BRUNNER|KARL|ZEPPICHLERSTRASSE, 11|PFELDERS - MOOS|BZ|39010|01285460216||03|N||
PFANDLER|PFANDLER|09|HOTEL PFANDLERALM KG|DES PICHLER GUNTHER & CO.|JAUFENSTRASSE, 21|ST. MARTIN IN PASSEIER|BZ|39010|02650430214||03|N||
PFELDE01|PFELDE01|09|HOTEL PFELDERERHOF KG|GUFLER MARIA MAGDALENA & CO.|PFELDERS, 29|MOOS/PASSEIER|BZ|39013|01474140215||01|N||
PHILBE01|PGALLI01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PHILBER|PHILBE01|09|HILBERKELLER - DONA' ALEXANDRA|& SCHMIEDHAMMER CHRISTIAN OHG|KUENSERSTRASSE, 23|KUENS|BZ|39010|02616790214||02|N||
PICHLE05|PICHLE05|09|CAFE' EISDIELE PICHLER|DES FAUNER MAGNUS|A. HOFERSTRASSE, 9|ST. LEONHARD / PASSEIER|BZ|39015|02654270210||03|N||
PINNER03|PINNER03|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PINNERWA|PINNER03|09|INNERWALTEN KG DES HALLER JONAS||JAUFENSTRASSE, 72|WALTEN/ST.LEONHARD IN P.|BZ|39015|02616790214||03|N||
PIPRA|PIPRA|09|PIPRA GMBH||PSEIRERSTRASSE, 85|ST. MARTIN/PASS.|BZ|39010|02334330210||03|N||
PISTENPU|PISTENPU|09|PISTENPUB PFELDERS|HOFER HEIDI|PFELFERER STRASSE, 11|MOOS IN PASSEIER|BZ|39013|01753450210||03|N||
PJAGER01|PJAGER01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PJAGER02|PJAGER02|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PJAGERHA|PJAGER01|09|JAGERHANS GMBH|ENNEMOSER JOHANN|DORFSTRASSE, 3|ST. MARTIN IN PASSEIER|BZ|39010|02616790214||03|N||
PJAGERHO|PJAGER02|09|HOTEL JAGERHOF|AUGSCHELLER SIEGFRIED 6 CO.KG|WALTEN, 80|ST. LEONHARD IN PASSEIER|BZ|39015|02616790214||02|N||
PLATTERW|PLATTERW|09|GASTHOF PLATTERWIRT|DER HOFER DAGMAR|PLATT KIRCHWEG, 1|MOOS IN PASSEIER|BZ|39013|03269040212||03|N||
PLATZL03|PLATZL03|09|BAR PLATZL|PSAIRER BECK SRL|GARBERWEG, 4|ST. MARTIN IN PASS.|BZ|39010|03097540219||01|N||
POHL|POHL|09|POHL STEFAN||JAUFENSTRASSE, 299|ST. LEONHARD|BZ|39015|02991670213||03|N||
PPOHL|PPOHL01|09|DAS LISANN|POHL IRMGARD|PFELDERS, 26|MOOS IN PASSEIER|BZ|39013|02616790214||03|N||
PPOHL01|PPOHL01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PRABEN01|PRABEN01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PRABENST|PRABEN01|09|RABENSTEIN KG|GUFLER EDITH & CO.|RABENSTEIN, 2|MOOS IN PASS.|BZ|39013|02616790214||02|N||
PRENNANG|PRENNANG|09|GASTHOF PRENNANGER|DES WALDER CHRISTOPH|TALL, 67|SCHENNA|BZ|39017|02206470219||01|N||
PROJUVEN|PROJUVEN|09|VEREINIGUNG  PRO JUVENTUTE|BURGGRAFENAMT ONLUS|VERDISTRASSE, 10|MERAN|BZ|39012|00492430210||01|N||
PROSMA01|PROSMA01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PROSMARI|PROSMA01|09|GENUSS- UND WELLNESSHOTEL ROSMARIE|GUFLER ANDREAS & CO. OHG|PFELDERER STRASSE, 52|MOOS IN PASSEIER|BZ|39013|02616790214||03|N||
PSAIRER|PSAIRER|09|PSAIRER BECK SRL||DORFSTRASSE, 28|ST. MARTIN IN PASS.|BZ|39010|03097540219||01|N||
PSONNE02|PSONNE02|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||02|N||
PSONNEGG|PSONNE02|09|SONNEGG KG|DES PIRCHER ERICH & CO.|SALTNERWEG, 1|ST. MARTIN IN PASSEIER|BZ|39010|02616790214||02|N||
PTRAUS01|PTRAUS01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PTRAUSBE|PTRAUS01|09|GASTHAUS TRAUSBERG|GUFLER FRIEDRICH|RABENSTEINSTRASSE, 22|MOOS IN PASSEIER|BZ|39013|02616790214||03|N||
PWIDMA01|PWIDMA01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 53-B|BOZEN|BZ|39100|02616790214||03|N||
PWIDMANN|PWIDMA01|09|PENSION WIDMANN|WIDMANN JURGEN|STULLER STRASSE, 85|MOOS IN PASSEIER|BZ|39013|02616790214||03|N||
PWILDS01|PWILDS01|09|GASTRO-POOL ITALIEN GMBH||SCHLACHTHOFSTRASSE, 59|BOZEN|BZ|39100|02616790214||02|N||
PWILDSCH|PGALLI01|09|HOTEL WILDSCHUTZ|PIXNER MANFRED|SCHLOSSWEG, 20|ST. LEONHARD IN PASSEIER|BZ|39015|02616790214||03|N||
RADSTATI|RADSTATI|09|RADSTATION & CAMPING SALTAUS KG|DER PIRCHER CHRISTA & CO.|SALTNERWEG 4|ST. MARTIN|BZ|39010|03038190215||01|N||
RIEDERER|RIEDERER|09|RIEDERHOF OHG|DER PIRCHER S.|PSEIRERSTRASSE, 27|ST. MARTIN IN PASSEIER|BZ|39010|01182870210||01|N||
RIFFL|RIFFL|09|IMBISS RIFFL|PRUNSTER JONAS|JAUFENSTRASSE, 71|RIFFIAN|BZ|39010|02655900211||01|N||
SANDWIRT|SANDWIRT|09|SANDWIRT - AMODIO MARIO||PASSEIRERSTRASSE, 73 A|ST. LEONHARD IN PASS.|BZ|39015|03304800216||03|N||
SCHARTAL|SCHARTAL|09|SCHARTALM - ULFAS|SCHAFFLER MARLIES|IN DER KELLERLAHN, 7|ST. LEONHARD IN PASSEIER|BZ|39015|03250020215||03|N||
SCHIEFER|SCHIEFER|09|FISCHZUCHT SCHIEFER KG|STEFAN SCHIEFER & CO.|HASELSTAUDERWEG, 4|ST. LEONHARD IN PASSERER|BZ|39015|02304570217||03|N||
SCHLOSSB|SCHLOSSB|09|RESTAURANT SCHLOSSBERG KG|DER MONIKA VERDORFER & CO|JAUFENSTRASSE, 48|ST.LEONHARD|BZ|39015|01452580218||03|N||
SCHMIE01|SCHMIE01|09|BAR CAFE' SCHMIEDHAUS|GUFLER ANDREAS|KOHLSTATT NR. 22|ST. LEONHARD I. P.|BZ|39015|02599950215||03|N||
SCHNEID|SCHNEID|09|SCHNEID ALM|HOFER CLAUDIA|PFELDERS, 2|MOOS IN PASSEIER|BZ|39013|03080480217||01|N||
SCHULE|SCHULE|09|GRUNDSCHULE ST. MARTIN|GEMEINDE ST.MARTIN|MALERWEG, 1|ST.MARTIN/PASSEIER|BZ|39010|82003270210|||N|01020|
SKISERVI|SKISERVI|09|SKISERVICE E. STRICKER KG|DES ERWIN STRICKER & CO.|FILIALE PFELDERS|WIEDENHOFEGGSTR.14 VINTL|BZ|39030|01142110210||01|N||
SONNEN01|SONNEN01|09|SONNENHOF|WALTER HOLZKNECHT|HAPPERWEG, 12|ST. LEONHARD / PASSEIER|BZ|39015|01392830210||03|N||
SPORTARE|SPORTARE|09|SPORTARENA|PFITSCHER GERALD & CO. KG|GANSBODEN, 14-16|ST. LEONHARD IN PASSEIER|BZ|39015|02515010219||03|N||
STEINERH|STEINERH|09|STEINERHOF||PFELDERS 10/D|MOOS IN PASSEIER|BZ|39013|01402500217||03|N||
STULLERH|STULLERH|09|STULLERHOF KG|DES POEHL GEORG & CO.|STULS,2 A|MOOS IN PASSEIER|BZ|39013|01606800215||03|N|00300|
TALLNERA|TALLNERA|09|GASTHAUS TALLNERALM|KOFLER FRANZ|TALL|SCHENNA|BZ|39017|01302890213||03|N||
TANKSTEL|TANKSTEL|09|ENI TANKSTELLE 13134|FOLIE MICHAEL|PASSEIRERSTRASSE, 47|ST. LEONHARD IN PASSEIER|BZ|39015|03056570215||03|N||
TANNENHO|TANNENHO|09|GASTH.TANNENHOF KG|DES PRINOTH STEFAN & CO.|PLATTERSTRASSE, 13|PLATT/MOOS IN PASSEIER|BZ|39013|01084030210||03|N||
THEIS01|THEIS01|09|BAR CAFE THEIS|HOLZKNECHT NORBERT|PASSEIRER STRASSE, 19|ST. LEONHARD IN PASS.|BZ|39015|02736270212||03|N||
THERESIA|THERESIA|09|HOTEL THERESIA|HOLZKNECHT NIKOLAUS|HOHLSTADT, 38|ST. LEONHARD / PASSEIER|BZ|39015|01224320216||03|N||
TIMMELSA|TIMMELSA|09|TIMMELSALM|GUFLER HANSJORG|PLATT, 100|MOOS IN PASSEIER|BZ|39013|02829130216||01|N||
TIROLERH|TIROLERH|09|HOTEL TIROLERHOF - HOLZKNECHT|MICHAEL & BARBARA OHG|KOHLSTATT, 11|ST. LEONHARD / PASSEIER|BZ|39015|02982380210||03|N||
TROMPE01|TROMPE01|09|TROMPEDELLER GEMISCHTWAREN KG|DES TROMPEDELLER BUERNT|MUSEUMSTRASSE, 8|MOOS / PASSEIER|BZ|39013|01069880217||01|N||
TSCHOELL|TSCHOELL|09|SUPERMARKET TSCHOELL KG|TSCHOELL BERNHARD & CO.|DORFSTR.4|ST.MARTIN|BZ|39010|01621630217||03|N||
UNTERW02|UNTERW02|09|HOTEL UNTERWIRT|DER BRAUHOTEL MARTINERHOF OHG|DORFSTRASSE, 35|ST. MARTIN / PASSEIER|BZ|39010|02533570210||03|N||
VALTELE|VALTELE|09|BERGGASTHOF VALTELEHOF|MARTH MARLIES|FLON-MATATZ, 34|ST. MARTIN IN PASS.|BZ|39010|02532250210||01|N||
WANSERHO|WANSERHO|09|JAUSENSTATION WANSERHOF|GUFLER STEFAN|WALTEN, 43|ST. LEONHARD|BZ|39015|02621840210||01|N||
WEIHERHO|WEIHERHO|09|GASTHOF WEIHERHOF|RAFFL MAX PAUL|MATATZSTRASSE, 35|ST. MARTIN / FLON|BZ|39010|00394070213||03|N||
WEINLADE|WEINLADE|09|PRUNSTER FRANZ OHG|DES PRUNSTER THOMAS & CO.|JAUFENSTRASSE, 19|ST. LEONHARD|BZ|39015|01192320214||01|N||
WEISSESK|WEISSESK|09|GASTHOF WEISSES KREUZ||PFLEDERS,11|MOOS/PASSEIER|BZ|39013|01480230216||03|N||
WEZL|WEZL|09|GRILLSTUBEN WEZL|WEZL KG DES KOFLER JOCHEN & CO.|JAUFENSTRASSE, 37|RIFFIAN|BZ|39010|02337420216||01|N||
WIDMANN|WIDMANN|09|STULLER LADEN|WIDMANN ULRIKE BRIGITTE|STULS, 3 A|STULS|BZ|39013|02916710219||03|N||
ZENTRAL|ZENTRAL|09|CAFE BISTRO ZENTRAL|DES HOFER SIEGFRIED|PASSEIRERSTRASSE, 25|ST. LEONHARD IN PASSEIER|BZ|39015|03238790210||03|N||
